,bagging_fraction,feature_fraction,lambda_l1,num_leaves,loss
52,0.2835960075511256,0.25506705429943244,20.447952341832153,35.0,5.456819015747865
59,0.1797107575725759,0.7160898031118099,24.515772732418526,23.0,5.464758390403258
41,0.641088052912302,0.15635472699303835,43.43927144966914,13.0,5.4662998421203595
12,0.1940998526953533,0.688159691377283,38.05631104558304,41.0,5.468639656953
5,0.6693370091930695,0.12270713218356077,8.628986758623753,34.0,5.473439804289424
38,0.48551607151770476,0.5235101958344947,9.23931236688668,43.0,5.48502156437921
58,0.4703101215888272,0.839492918150032,56.964041391406354,8.0,5.500701090451541
42,0.8015906142008238,0.2685794330175501,31.953994187829455,31.0,5.50257940618836
18,0.5947745686554156,0.3676877120866859,54.21433663695427,24.0,5.512593720545764
64,0.10550717142116128,0.07483980435478456,13.199254821979075,49.0,5.51550659402891
51,0.13044300065377956,0.8947275273250975,7.344816635882914,28.0,5.548148471808996
8,0.7556219193878605,0.6760610044105925,18.75741589769373,10.0,5.567476059105407
9,0.5127214716895588,0.12719727278192866,34.12202254996018,23.0,5.579285103970712
3,0.5047064982469037,0.32274598778522334,3.681328872076644,45.0,5.595490321603018
11,0.6684472280332926,0.7239996638846152,1.0999082746634157,30.0,5.600416024360126
