,alpha,colsample_bytree,gamma,lambda,max_depth,min_child_weight,subsample,loss
58,45.64918377686338,0.07082813519753564,4.728159242308287,12.81121412364997,3.0,0.021665752023685418,0.6199076543574148,6.892971414472419
36,26.96595020013065,0.3876488252175137,94.61065191237196,26.172760695810567,2.0,0.35023254366969564,0.5190907667207707,6.899689001940247
2,12.22490297445929,0.20384825283199193,67.03839042030037,43.466543483167875,3.0,7.421068076362248,0.5047576290843567,6.912207427256779
39,47.6017110372169,0.11226660842013982,65.4977844998089,2.5182393297215278,3.0,0.6860020186002859,0.5630921324619512,6.917485199190396
50,49.665343149051075,0.19174173767756464,78.49143642079197,46.81502614038708,3.0,0.31821757592956235,0.47841628756172405,6.922990279673709
19,24.24253598516172,0.7352636816049706,81.15330836367147,24.722051231764574,3.0,116.26736497726971,0.3824042119748946,6.928026244379625
45,35.99984065624584,0.5051667964353657,97.34799349136036,6.891417081091113,2.0,0.2024070431181046,0.7781335726064439,6.945222499763116
26,2.5895387596950954,0.5889791999795919,20.125969132116424,19.882617171582766,4.0,0.471106605479339,0.30385787589073104,6.951648663446195
82,4.158821954771437,0.2831272972485821,8.113014791536484,13.579229731611175,3.0,5.229713672715283,0.5239224101350866,6.955903867550492
6,19.992112983864747,0.6504690038043559,92.35417188184863,1.0325152032716167,2.0,0.020723013340184955,0.5279509799114929,6.962446191319544
94,18.946098672339108,0.5570474666369729,11.885357665264985,13.905617187677684,4.0,44.86019146461704,0.32906839445299063,6.980519009895713
11,35.228742275875796,0.22373136985737452,49.45235321174714,4.035270795091433,3.0,0.05158470679804878,0.40571389873924707,6.991625866653315
44,14.830002349838667,0.9008832461667153,47.94225727551749,12.946827513711648,3.0,0.8904203908526594,0.7158891445416213,7.022442064022717
84,27.00197658946067,0.3480220535241733,23.32847637142724,9.488369666526541,3.0,40.17458047049967,0.5886340603578479,7.048175071455896
14,11.3873533230926,0.5209468269769495,68.38190521960361,41.6135898691637,4.0,0.02090156254180049,0.39388487418723994,7.065955215619394
1,47.161501018058516,0.12899860909662408,16.209359566597733,11.938810447323329,4.0,0.20074527401041245,0.363150570190065,7.076469688513116
3,20.53923948802401,0.7346398200883588,12.427140922741138,24.786830587655324,4.0,1.9918862898877132,0.5526161719708496,7.204661421615748
