,alpha,colsample_bytree,gamma,lambda,max_depth,min_child_weight,subsample,loss
45,26.491682089912413,0.48060115385099544,26.76113727272198,13.614970406440294,3.0,0.10827879769398653,0.644600538854311,6.76433861691368
14,23.08535863983938,0.2134110832458429,74.4751145314687,12.023430295053277,3.0,0.01974456588850538,0.9629160495498914,6.785181991415354
16,42.208065230662356,0.2145602489890216,95.07355083134183,9.93155058150209,3.0,24.788053781643768,0.3275396680444276,6.7861536670327665
9,40.07052088437455,0.7157350976101743,44.806370477074566,31.84036037006927,3.0,17.072945019800013,0.7641542223064561,6.787683639805931
47,38.42725101174776,0.7453134750439306,39.87317853594487,27.879986825271487,3.0,3.4700736444756872,0.8567283218848208,6.789382095429257
57,19.436062195950246,0.5480732353115197,11.19399151524751,2.3995250471651257,2.0,0.0577725307160578,0.5091686407260079,6.804469676931803
85,24.291652170523015,0.4683081600412522,51.17266815317818,25.641508792370622,3.0,10.795296064869952,0.8013912461690224,6.820315663060787
27,5.469730302563331,0.8571519670819346,43.04251539350031,39.32097103971175,4.0,14.340442001328956,0.6899780722523399,6.826757777180966
8,39.0972912797037,0.5728995997247948,80.2791220806573,49.91337963493947,2.0,0.5478943191739899,0.6560394782690775,6.834849817951169
89,33.65683462418571,0.1962504139780404,57.70434791828306,34.09214353140065,2.0,0.6340408666610299,0.8506773707891281,6.8773318530700385
58,34.29292051327748,0.6405181572856353,83.0692982934446,33.538462869718735,3.0,0.7271254026301843,0.9138695789085824,6.8778011642854
44,23.244940745746984,0.28862575977660143,20.162884035045334,2.2670781657179795,2.0,0.02879985396218042,0.7128623486999635,6.883229237031386
1,49.24115398912782,0.5802428749460037,98.76903346570265,30.461605577045646,3.0,0.5436219894246653,0.8284173946332551,6.922346319791676
90,5.308921709744613,0.5143303671905546,31.770894345412465,40.893269051568325,3.0,1.2156749251553343,0.7153365336045971,6.92496307233442
43,33.191671734780435,0.6224998752116306,36.88349068494282,8.756141971605317,3.0,0.28994456274598496,0.9052569044598844,6.926824695622959
51,23.60355624004709,0.501924731761918,30.07511132354601,12.004420894503193,3.0,0.5602025775184186,0.8131524475394878,6.945878930166905
12,33.34356309837221,0.8147755603890098,91.30348678088045,4.3314543394999685,4.0,0.9099920978114768,0.5456861606612627,6.958102838964598
81,35.531709550728,0.8360342573054736,21.55426400434994,11.402750182800691,3.0,0.23821405197706355,0.7480443330572834,6.972296145324961
11,3.0044860501102573,0.5935559500149231,71.70532175045831,48.82280801879704,3.0,2.1377697337326906,0.372006955871221,6.978611168163691
54,17.663445187172847,0.7601419931823493,54.73796492224719,30.49286748077523,3.0,3.1681868617499997,0.5728348560604575,7.018140040136151
49,43.43097709574724,0.6370607487866079,14.815356081515318,17.116331068404126,3.0,0.7876914185049588,0.7807230933083963,7.025397357790894
10,44.32926765729182,0.14516923915532343,53.99678540274899,27.469511509297128,3.0,0.4499944989384633,0.69096670181538,7.063409340405361
18,45.50059271584652,0.776161194652974,31.670248435271766,35.802463876636345,3.0,0.41437778259265023,0.46456026156591634,7.19918668899795
